COMB Title,NumberOfConsoles,GCN,XBX,PS2,Brand,License,Publisher,Developer,NPD Super Genre,NPD Sub Genre,Launch,Launch Year,Launch Month,ESRB,Online,Review,AvgReleaseYearPrice,PriorSaleBrand (M),TotalPriorSalesBrand (M),ConcurrentReleaseBrand,ConcurrentReleaseGenre,PriorReleaseBrand,PriorReleaseGenre,FirstYearUnits,FirstYearSales (M),FirstYearRatio,LTD ASP,LTD Units,LTD Dollars (M),Vivendi,Peer group,Violent genre
FRONT MISSION 4,1,0,0,1,FRONT MISSION,,SQUARE ENIX INC ,SQUARE ENIX,STRATEGY,OTHER STRATEGY,01-Jun-04,2004,6,T,NO,75.09999847,38.00,0.00,0.00,0,2,0,8,87623,3.37,92.00%,34.00,107470,3.66,No,No,Non violent
FUGITIVE HUNTER: WAR,1,0,0,1,,,ENCORE,BLACK OPS ENTERTAINMENT,SHOOTER,1ST PERSON SHOOTER,01-Nov-03,2003,11,M,NO,40.5,25.00,0.00,0.00,0,8,0,19,45573,0.98,89.14%,21.00,52997,1.10,No,No,Violent
FULL SPECTRUM WARRIOR,1,0,1,0,,,THQ ,PANDEMIC STUDIOS,SHOOTER,SQUAD BASED COMBAT,01-Jun-04,2004,6,M,YES,83.5,47.00,0.00,0.00,0,4,0,10,306915,14.28,90.93%,42.00,376623,15.71,No,Yes,Violent
FUNKMASTER FLEX DIGITAL HITZ FAC,2,0,0,2,,OTHER,XS GAMES,JESTER INTERACTIVE,FAMILY ,MUSIC/DANCE GAMES,01-Jul-04,2004,7,E,NO,75.5,27.00,0.00,0.00,0,26,0,38,11706,0.36,73.28%,25.00,17262,0.49,No,No,Non violent
FUR FIGHTERS: REVENGE,1,0,0,1,FUR FIGHTERS,,ACCLAIM  ,BIZARRE CREATIONS,ACTION,GENERAL ACTION,01-Jun-01,2001,6,T,NO,69.80000305,28.00,0.00,0.00,0,14,0,0,40058,1.05,80.56%,24.00,55198,1.30,No,No,Violent
FURIOUS KARTING,1,0,1,0,,,ATARI,BABYLON SOFTWARE,RACING,ACTION ORIENTED RACING,01-Mar-03,2003,3,T,NO,58.5,24.00,0.00,0.00,0,20,0,15,6498,0.15,88.61%,22.00,7909,0.17,No,No,Non violent
FUTURAMA,2,0,1,1,,OTHER,VIVENDI UNIVERSAL ,UNIQUE DEVELOPMENT STUDIOS,ACTION,GENERAL ACTION,01-Aug-03,2003,8,T,NO,62.75,40.00,0.00,0.00,0,64,0,74,40943,1.44,84.71%,31.50,53348,1.69,Vivendi,Yes,Violent
FUTURE TACTICS: THE UPRISING,3,1,1,1,,,CRAVE ,ZED TWO GAME DESIGN STUDIO,RPG,RPG,01-May-04,2004,5,T,NO,62.46666718,12.33,0.00,0.00,0,40,0,70,35122,0.42,78.64%,11.00,49226,0.53,No,No,Non violent
FUZION FRENZY,1,0,1,0,,,MICROSOFT ,BLITZ GAMES,FAMILY ,PARTY GAMES,01-Oct-01,2001,10,E,NO,65.19999695,49.00,0.00,0.00,0,0,0,0,190129,6.92,43.84%,25.00,642892,15.78,No,No,Non violent
F-ZERO GX,1,1,0,0,F-ZERO,,NINTENDO OF AMERICA,AMUSEMENT VISION,RACING,ACTION ORIENTED RACING,01-Aug-03,2003,8,T,NO,89.09999847,49.00,0.00,0.00,0,17,0,8,247905,10.25,90.02%,37.00,307312,11.38,No,No,Non violent
G1 JOCKEY 3,1,0,0,1,,,KOEI,KOEI,SPORTS,MULTIPLE/OTHER SPORTS,01-May-03,2003,5,E,NO,67.5,51.00,0.00,0.00,0,3,0,5,10621,0.51,85.54%,45.00,13324,0.59,No,No,Non violent
GADGET RACERS,1,0,0,1,,,CONSPIRACY,BURNHOUSE EFFECT,RACING,ACTION ORIENTED RACING,01-Aug-01,2001,8,E,NO,70.19999695,38.00,0.00,0.00,0,23,0,4,24571,0.82,84.79%,31.00,30889,0.96,No,No,Non violent
GALACTIC WRESTLING,1,0,0,1,,ULTIMATE MUSCLE,BANDAI ,AKI,FIGHTING,WRESTLING,01-Jun-04,2004,6,T,NO,59.29999924,37.00,0.00,0.00,0,3,0,8,12668,0.47,83.29%,34.00,16544,0.56,No,No,Violent
GALERIANS: ASH,1,0,0,1,GALERIANS,,SAMMY STUDIOS,ENTERBRAIN,ADVENTURE,SURVIVAL HORROR,01-Feb-03,2003,2,T,NO,54.40000153,26.00,0.00,0.00,0,5,0,9,16559,0.42,78.97%,20.00,26105,0.53,No,No,Non violent
GALLEON,1,0,1,0,,,ATLUS,CONFOUNDING FACTOR,ADVENTURE,GENERAL ADVENTURE,01-Aug-04,2004,8,T,NO,68.19999695,34.00,0.00,0.00,0,5,0,15,7503,0.25,71.11%,27.00,13278,0.36,No,No,Non violent
GALLOP RACER,1,0,0,1,GALLOP RACER,,TECMO,TECMO,SPORTS,MULTIPLE/OTHER SPORTS,01-Aug-01,2001,8,E,NO,69.90000153,48.00,0.00,0.00,0,1,0,1,33773,1.52,82.83%,43.00,42915,1.84,No,No,Non violent
GALLOP RACER 2003,1,0,0,1,GALLOP RACER,,TECMO,TECMO,SPORTS,MULTIPLE/OTHER SPORTS,01-Mar-03,2003,3,E,NO,70,49.00,1.52,1.52,0,3,1,5,28861,1.38,87.10%,45.00,35206,1.58,No,No,Non violent
GALLOP RACER 2004,1,0,0,1,GALLOP RACER,,TECMO,TECMO,SPORTS,MULTIPLE/OTHER SPORTS,01-Sep-04,2004,9,E,NO,72.09999847,50.00,1.38,2.90,0,1,2,9,18050,0.89,75.43%,49.00,24286,1.19,No,No,Non violent
GAUNTLET: DARK LEGACY,3,1,1,1,GAUNTLET,,MIDWAY,BIG APE PRODUCTIONS,ACTION,GENERAL ACTION,01-Apr-01,2001,3,T,NO,60.5,49.67,0.00,0.00,0,49,0,5,381188,17.33,73.87%,40.00,658183,23.46,No,No,Violent
GENMA ONIMUSHA,1,0,1,0,ONIMUSHA,,CAPCOM USA,CAPCOM,ADVENTURE,SURVIVAL HORROR,01-Jan-02,2002,1,M,NO,80.5,44.00,0.00,0.00,0,2,0,1,85022,3.74,90.48%,37.00,111774,4.13,No,No,Non violent
GET ON DA MIC,2,0,0,2,,,EIDOS INTERACTIVE ,ARTIFICIAL MIND AND MOVEMENT,FAMILY ,MUSIC/DANCE GAMES,01-Oct-04,2004,10,T,NO,50.90000153,40.00,0.00,0.00,0,26,0,38,42857,1.89,66.32%,34.00,76822,2.84,No,No,Non violent
GHOST IN SHELL: STAND,1,0,0,1,GHOST IN THE SHELL,,BANDAI ,SONY COMPUTER ENTERTAINMENT,ACTION,GENERAL ACTION,01-Nov-04,2004,11,M,NO,66.40000153,49.00,0.00,0.00,0,40,0,82,19692,0.97,53.81%,38.00,47619,1.81,No,No,Violent
GHOST RECON: ISLAND,1,0,1,0,,TOM CLANCY,UBISOFT,RED STORM ENTERTAINMENT,SHOOTER,SQUAD BASED COMBAT,01-Aug-03,2003,8,M,YES,80.90000153,38.00,0.00,0.00,0,7,0,2,363948,11.84,85.44%,30.00,460830,13.86,No,Yes,Violent
GHOSTHUNTER,1,0,0,1,,,NAMCO,SONY COMPUTER ENTERTAINMENT,ADVENTURE,SURVIVAL HORROR,01-Aug-04,2004,8,T,NO,72.30000305,49.00,0.00,0.00,0,8,0,15,15529,0.76,69.35%,39.00,28135,1.10,No,No,Non violent
GIANTS: CITIZEN KABUTO,1,0,0,1,,,INTERPLAY PRODUCTIONS,DIGITAL MAYHEM,ADVENTURE,GENERAL ADVENTURE,01-Dec-01,2001,12,T,NO,79.5,53.00,0.00,0.00,0,5,0,0,16542,0.55,85.84%,26.00,24714,0.64,No,No,Non violent
GITAROO MAN,1,0,0,1,,,KOEI,KOEI,FAMILY ,MUSIC/DANCE GAMES,01-Feb-02,2002,2,E,NO,82.19999695,39.00,0.00,0.00,0,4,0,3,14245,0.54,87.38%,33.00,18744,0.62,No,No,Non violent
GLADIATOR: SWORD OF VENGEANCE,2,0,1,1,,,ACCLAIM  ,ACCLAIM STUDIOS,ACTION,GENERAL ACTION,01-Nov-03,2003,11,M,NO,65,47.00,0.00,0.00,0,64,0,74,56063,1.62,86.73%,26.00,72347,1.86,No,No,Violent
GLADIUS,3,1,1,1,,,LUCASARTS,LUCASARTS,RPG,RPG,01-Oct-03,2003,10,T,NO,76.73333232,50.33,0.00,0.00,0,29,0,38,168335,6.92,91.19%,37.67,199288,7.59,No,Yes,Non violent
GO! GO! HYPERGRIND,1,1,0,0,,,ATLUS,TEAM POPONCHI,SPORTS,EXTREME SPORTS,01-Nov-03,2003,11,T,NO,68.69999695,23.00,0.00,0.00,0,6,0,15,17616,0.30,90.01%,17.00,20111,0.33,No,No,Non violent
GOBLIN COMMANDER: UNLEASH THE HO,3,1,1,1,,,JALECO,JALECO ENTERTAINMENT,STRATEGY,REAL-TIME STRATEGY,01-Nov-03,2003,11,T,NO,71.59999847,42.00,0.00,0.00,0,3,0,6,101909,2.97,91.75%,30.67,117813,3.23,No,No,Non violent
GODAI:ELEMENTAL FORCE,1,0,0,1,,,THE 3DO COMPANY,THE 3DO COMPANY,ACTION,GENERAL ACTION,01-Jan-02,2002,1,T,NO,30,29.00,0.00,0.00,0,34,0,15,15407,0.45,73.60%,21.00,29245,0.61,No,No,Violent
GODZILLA: DESTROY MELEE,2,1,1,0,GODZILLA,GODZILLA,ATARI,PIPEWORKS SOFTWARE,FIGHTING,FIGHT/HEAD TO HEAD,01-Oct-02,2002,4,T,NO,71.20000076,44.00,0.00,0.00,0,14,0,8,382642,13.95,81.84%,31.50,541444,17.05,No,No,Violent
GODZILLA: SAVE THE EARTH,2,0,1,1,GODZILLA,GODZILLA,ATARI,PIPEWORKS SOFTWARE,FIGHTING,FIGHT/HEAD TO HEAD,01-Nov-04,2004,11,T,YES,61.39999962,39.00,1.73,1.73,0,25,1,43,109871,4.31,59.31%,33.00,223049,7.27,No,No,Violent
GOLDENEYE: ROGUE AGENT,3,1,1,1,BOND,JAMES BOND/J.BOND JR.,ELECTRONIC ARTS,ELECTRONIC ARTS,SHOOTER,1ST PERSON SHOOTER,01-Nov-04,2004,11,T,NO,63.13333384,49.00,70.07,145.54,3,18,6,58,430075,20.93,73.18%,41.33,686514,28.60,No,Yes,Violent
GOTCHA FORCE,1,1,0,0,,,CAPCOM USA,CAPCOM,ACTION,GENERAL ACTION,01-Dec-03,2003,12,E,NO,63.09999847,40.00,0.00,0.00,0,20,0,18,9356,0.37,95.96%,39.00,9868,0.39,No,No,Violent
GRABBED BY GHOULIES,1,0,1,0,,,MICROSOFT ,RARE,ACTION,GENERAL ACTION,01-Oct-03,2003,10,E,NO,71.09999847,39.00,0.00,0.00,0,33,0,24,71102,2.23,90.18%,30.00,83037,2.47,No,No,Violent
GRADIUS III & IV,1,0,0,1,GRADIUS,,KONAMI DIGITAL ENT.,KONAMI,ARCADE,CLASSIC ARCADE,01-Nov-00,2000,11,E,NO,55.20000076,42.00,0.00,0.00,0,0,0,0,28971,1.05,92.08%,36.00,32032,1.14,No,No,Non violent
GRADIUS V,1,0,0,1,GRADIUS,,KONAMI DIGITAL ENT.,KONAMI,ARCADE,CLASSIC ARCADE,01-Sep-04,2004,9,T,NO,82.80000305,31.00,1.05,1.05,0,2,1,5,24987,0.77,76.55%,30.00,32859,1.00,No,No,Non violent
GRAN TURISMO 3:A-SPEC,1,0,0,1,GRAN TURISMO,,SONY ,POLYPHONY DIGITAL,RACING,ACTION ORIENTED RACING,01-Jul-01,2001,7,E,NO,94.19999695,50.00,0.00,0.00,0,23,0,4,2068699,79.52,69.08%,31.00,3752119,115.12,No,Yes,Non violent
GRAND PRIX CHALLENGE,1,0,0,1,ATARI'S GRAND PRIX,PRO RACING ALL OTHER,ATARI,INFOGRAMES,RACING,SPORTS ORIENTED RACING,01-Mar-03,2003,3,E,NO,76.40000153,27.00,0.00,0.00,0,6,0,25,26924,0.71,90.39%,25.00,31920,0.79,No,No,Non violent
GRAND THEFT AUTO 3,1,0,0,1,GRAND THEFT AUTO,,TAKE 2 INTERACTIVE ,DMA DESIGN,ACTION,ACTION/DRIVING HYBRID,01-Oct-01,2001,10,M,NO,94.90000153,50.00,0.00,0.00,0,0,0,0,3985737,199.26,81.76%,44.00,5577729,243.72,No,No,Violent
GRAND THEFT AUTO PACK,2,0,1,1,GRAND THEFT AUTO,,TAKE 2 INTERACTIVE ,ROCKSTAR GAMES,ACTION,ACTION/DRIVING HYBRID,01-Oct-03,2003,10,M,NO,93.80000305,43.50,265.49,464.75,0,5,2,2,1804589,79.07,89.46%,42.00,2039956,88.38,No,No,Violent
GRAND THEFT AUTO: SAN ANDREAS,1,0,0,1,GRAND THEFT AUTO,,TAKE 2 INTERACTIVE ,ROCKSTAR GAMES,ACTION,ACTION/DRIVING HYBRID,01-Oct-04,2004,10,A,NO,,49.00,23.02,487.78,0,2,3,6,5144214,252.86,89.22%,49.00,5791407,283.39,No,No,Violent
GRAND THEFT AUTO: VICE CITY,1,0,0,1,GRAND THEFT AUTO,,TAKE 2 INTERACTIVE ,ROCKSTAR GAMES,ACTION,ACTION/DRIVING HYBRID,01-Oct-02,2002,10,M,NO,94.19999695,49.00,199.26,199.26,0,0,1,1,5585323,265.49,90.60%,44.00,6659393,293.02,No,No,Violent
GRANDIA 2,1,0,0,1,GRANDIA,,UBISOFT,,RPG,RPG,01-Jan-02,2002,1,T,NO,70.59999847,36.00,0.00,0.00,1,10,0,17,87607,3.12,85.52%,32.00,114811,3.64,No,Yes,Non violent
GRANDIA XTREME,1,0,0,1,GRANDIA,,SQUARE ENIX INC ,GAME ARTS,RPG,RPG,01-Sep-02,2002,9,T,NO,71,51.00,0.00,0.00,1,10,0,17,50230,2.54,96.31%,50.00,52823,2.63,No,No,Non violent
GRAVITY GAMES BIKE,2,0,1,1,,,MIDWAY,MIDWAY HOME ENTERTAINMENT,SPORTS,EXTREME SPORTS,01-Jun-02,2002,6,T,NO,29.89999962,25.50,0.00,0.00,0,21,0,32,35112,1.06,84.92%,22.50,45319,1.25,No,No,Non violent
GRETZKY NHL 2005,1,0,0,1,WAYNE GRETZKY HOCKEY,NATIONAL HOCKEY LEAGUE (NHL),SONY ,PAGE 44 STUDIOS,SPORTS,HOCKEY,01-Nov-04,2004,11,E,YES,67.40000153,39.00,0.00,0.00,0,2,0,12,27707,1.08,64.98%,37.00,45205,1.67,No,Yes,Non violent
GROOVERIDER: SLOT CAR,2,1,1,0,,,ENCORE,KING OF THE JUNGLE,RACING,ACTION ORIENTED RACING,01-Sep-03,2003,9,E,NO,52.79999924,20.00,0.00,0.00,0,37,0,23,12873,0.25,83.84%,19.50,15486,0.30,No,No,Non violent
GROUP S CHALLENGE,1,0,1,0,,OTHER,CAPCOM USA,CAPCOM,RACING,COMBAT ORIENTED RACING,01-Nov-03,2003,11,E,NO,56.5,40.00,0.00,0.00,0,6,0,8,7568,0.18,79.50%,22.00,10617,0.23,No,No,Non violent
GROWLANSER: GENERATIONS,2,0,0,2,,,WORKING DESIGNS,CAREER SOFT,RPG,RPG,01-Dec-04,2004,12,T,NO,79.90000153,69.50,0.00,0.00,0,40,0,88,30979,1.94,57.37%,67.00,57357,3.38,No,No,Non violent
GTC AFRICA,1,0,0,1,,,MAJESCO,RAGE SOFTWARE,RACING,SPORTS ORIENTED RACING,01-Jun-02,2002,6,E,NO,66.40000153,28.00,0.00,0.00,0,13,0,11,33519,0.91,91.24%,27.00,37661,1.00,No,No,Non violent
GUILTY GEAR ISUKA,1,0,0,1,GUILTY GEAR,,SAMMY STUDIOS,ARC SYSTEM WORKS COMPANY,FIGHTING,FIGHT/HEAD TO HEAD,01-Nov-04,2004,11,T,NO,75.40000153,50.00,2.72,4.42,0,17,2,26,16153,0.80,63.63%,47.00,26798,1.26,No,No,Violent
GUILTY GEAR X,1,0,0,1,GUILTY GEAR,,SAMMY STUDIOS,ARC ENTERTAINMENT,FIGHTING,FIGHT/HEAD TO HEAD,01-Sep-01,2001,9,T,NO,81,42.00,0.00,0.00,0,2,0,4,41267,1.71,88.62%,40.00,47896,1.93,No,No,Violent
GUILTY GEAR X2,1,0,0,1,GUILTY GEAR,,SAMMY STUDIOS,ARC SYSTEM WORKS COMPANY,FIGHTING,FIGHT/HEAD TO HEAD,01-Feb-03,2003,2,T,NO,86.69999695,40.00,2.54,1.71,0,8,1,17,69234,2.72,94.12%,37.00,77057,2.89,No,No,Violent
GUILTY GEAR X2:RELOAD,1,0,1,0,GUILTY GEAR,,MAJESCO,ARC SYSTEM WORKS COMPANY,FIGHTING,FIGHT/HEAD TO HEAD,01-Sep-04,2004,9,T,YES,84.5,20.00,0.00,0.00,0,8,0,17,54220,1.06,75.07%,20.00,72073,1.41,No,No,Violent
GUN METAL,1,0,1,0,,,MAJESCO,RAGE SOFTWARE,STRATEGY,LIFE SIMULATIONS,01-Jul-02,2002,7,T,NO,68.19999695,41.00,0.00,0.00,0,0,0,0,55068,2.17,89.85%,37.00,65787,2.42,No,No,Non violent
GUNDAM: ENCOUNTERS,1,0,0,1,GUNDAM,GUNDAM,BANDAI ,BANDAI,SHOOTER,MECHANIZED SHOOTER,01-Dec-03,2003,12,T,NO,59.29999924,42.00,4.04,13.25,0,2,3,13,40272,1.63,98.38%,40.00,41125,1.66,No,No,Violent
GUNDAM: FED VS ZEON,1,0,0,1,GUNDAM,GUNDAM,BANDAI ,BANDAI,SHOOTER,MECHANIZED SHOOTER,01-Sep-02,2002,9,T,NO,66.5,48.00,5.81,5.81,1,7,1,5,87486,4.04,92.61%,44.00,98544,4.36,No,No,Violent
GUNDAM: JABURO,1,0,0,1,GUNDAM,GUNDAM,BANDAI ,BANDAI,SHOOTER,MECHANIZED SHOOTER,01-Aug-01,2001,8,T,NO,56.20000076,51.00,0.00,0.00,0,1,0,3,119391,5.81,93.69%,47.00,131686,6.20,No,No,Violent
GUNDAM: ZEONIC FRONT,1,0,0,1,GUNDAM,GUNDAM,BANDAI ,BANDAI,SHOOTER,MECHANIZED SHOOTER,01-Jan-02,2002,1,T,NO,68.40000153,50.00,5.81,5.81,1,7,1,5,67655,3.40,98.21%,50.00,69379,3.46,No,No,Violent
GUNGRAVE,1,0,0,1,GUNGRAVE,,SEGA OF AMERICA,POSITRON,ACTION,GENERAL ACTION,01-Sep-02,2002,9,M,NO,65.80000305,50.00,0.00,0.00,0,34,0,15,60192,1.78,87.25%,27.00,76291,2.05,No,No,Violent
GUNGRAVE: OVERDOSE,1,0,0,1,GUNGRAVE,,MASTIFF,RED ENTERTAINMENT,ACTION,GENERAL ACTION,01-Sep-04,2004,9,M,NO,69.19999695,16.00,1.78,1.78,0,40,1,82,33529,0.55,73.21%,16.00,47580,0.75,No,No,Violent
GUNGRIFFON BLAZE,1,0,0,1,GUNGRIFFON,,WORKING DESIGNS,GAME ARTS,SHOOTER,MECHANIZED SHOOTER,01-Oct-00,2000,10,T,NO,72.19999695,49.00,0.00,0.00,0,2,0,0,26662,1.04,76.12%,32.00,43140,1.37,No,No,Violent
GUNGRIFFON: ALLIED,1,0,1,0,GUNGRIFFON,,TECMO,GAME ARTS,SHOOTER,MECHANIZED SHOOTER,01-Dec-04,2004,12,T,YES,53.09999847,50.00,0.00,0.00,0,3,0,8,2205,0.11,26.87%,43.00,9535,0.41,No,No,Violent
GUNVALKYRIE,1,0,1,0,,,SEGA OF AMERICA,SMILEBIT,ACTION,GENERAL ACTION,01-Mar-02,2002,3,T,NO,73,41.00,0.00,0.00,0,21,0,2,71241,2.74,89.23%,32.00,95634,3.08,No,No,Violent
HALF-LIFE,1,0,0,1,HALF-LIFE,,VIVENDI UNIVERSAL ,GEARBOX SOFTWARE,SHOOTER,1ST PERSON SHOOTER,01-Nov-01,2001,11,M,NO,82.69999695,51.00,0.00,0.00,0,6,0,3,166602,7.26,85.70%,36.00,233898,8.47,Vivendi,Yes,Violent
HALO 2,2,0,2,0,HALO,,MICROSOFT ,BUNGIE SOFTWARE,SHOOTER,1ST PERSON SHOOTER,01-Nov-04,2004,11,M,YES,95,52.00,170.50,170.50,2,22,2,38,4288396,220.02,90.83%,51.50,4769353,242.22,No,No,Violent
HALO: COMBAT EVOLVED,1,0,1,0,HALO,,MICROSOFT ,BUNGIE SOFTWARE,SHOOTER,1ST PERSON SHOOTER,01-Nov-01,2001,11,M,NO,,49.00,0.00,0.00,0,0,0,0,1757441,85.25,52.18%,40.00,4127862,163.40,No,No,Violent
HARD HITTER TENNIS,1,0,0,1,,,ATLUS,MAGICAL,SPORTS,TENNIS,01-Nov-02,2002,11,E,NO,,12.00,0.00,0.00,0,3,0,0,72824,0.79,66.00%,10.00,115863,1.19,No,No,Non violent
HARRY POTTER AND THE CHAMBER OF,3,1,1,1,HARRY POTTER,HARRY POTTER,ELECTRONIC ARTS,ELECTRONIC ARTS,ADVENTURE,GENERAL ADVENTURE,01-Nov-02,2002,11,E,NO,74.40000153,49.33,0.00,0.00,0,20,0,9,1064859,47.03,90.49%,38.33,1346926,51.97,No,Yes,Non violent
HARRY POTTER AND THE PRISONER OF,3,1,1,1,HARRY POTTER,HARRY POTTER,ELECTRONIC ARTS,ELECTRONIC ARTS,ADVENTURE,GENERAL ADVENTURE,01-Jun-04,2004,6,E,NO,69.03333537,36.00,20.41,72.61,0,10,9,46,527663,18.96,88.25%,33.33,652096,21.48,No,Yes,Non violent
HARRY POTTER AND THE SORCERER'S,3,1,1,1,HARRY POTTER,HARRY POTTER,ELECTRONIC ARTS,ELECTRONIC ARTS,ADVENTURE,GENERAL ADVENTURE,01-Dec-03,2003,12,E,NO,62.20000076,30.00,171.87,47.03,3,11,3,32,180903,5.17,94.72%,28.33,191610,5.46,No,Yes,Non violent
HARRY POTTER: QUIDDITCH WORLD CU,3,1,1,1,HARRY POTTER,HARRY POTTER,ELECTRONIC ARTS,ELECTRONIC ARTS,SPORTS,MULTIPLE/OTHER SPORTS,01-Oct-03,2003,10,E,NO,70.00000254,39.67,171.87,47.03,3,5,3,10,611565,20.41,92.42%,31.33,704219,22.08,No,Yes,Non violent
HARVEST MOON: SAVE,1,0,0,1,HARVEST MOON,,NATSUME,NATSUME,RPG,RPG,01-Nov-01,2001,11,E,NO,75.59999847,49.00,0.00,0.00,0,12,0,4,60943,2.58,60.16%,30.00,144084,4.28,No,No,Non violent
HARVEST MOON:WONDRFUL,1,1,0,0,HARVEST MOON,,NATSUME,NATSUME,RPG,RPG,01-Mar-04,2004,3,E,NO,78.80000305,34.00,0.00,0.00,0,12,0,12,318369,10.89,81.16%,30.00,444926,13.42,No,No,Non violent
HAVEN: CALL OF KING,1,0,0,1,,,MIDWAY,TRAVELLER'S TALES,ACTION,GENERAL ACTION,01-Nov-02,2002,11,T,NO,70.69999695,38.00,0.00,0.00,0,34,0,15,76211,1.18,80.11%,13.00,110380,1.47,No,No,Violent
HEAD HUNTER,1,0,0,1,HEADHUNTER,,ACCLAIM  ,AMUZE,ACTION,GENERAL ACTION,01-May-02,2002,5,M,NO,75,48.00,0.00,0.00,0,34,0,15,135609,6.37,95.36%,45.00,149626,6.68,No,No,Violent
HEADHUNTER: REDEMPTION,2,0,1,1,HEADHUNTER,,SEGA OF AMERICA,AMUZE,ACTION,GENERAL ACTION,01-Sep-04,2004,9,M,NO,62.35000038,39.00,6.37,6.37,0,61,1,140,5779,0.23,46.57%,27.00,18356,0.49,No,No,Violent
HERDY GERDY,1,0,0,1,,,EIDOS INTERACTIVE ,CORE DESIGN,ACTION,PLATFORM/SCROLLING CHARACTER,01-Mar-02,2002,3,E,NO,70.09999847,33.00,0.00,0.00,0,14,0,10,52598,1.57,79.87%,23.00,86094,1.97,No,No,Violent
HEROES OF MIGHT & MAGIC 2,1,0,0,1,HEROES OF MIGHT & MAGIC,,THE 3DO COMPANY,,RPG,RPG,01-Apr-01,2001,4,E,NO,59.40000153,50.00,0.00,0.00,0,12,0,4,36168,1.70,83.62%,40.00,50754,2.03,No,No,Non violent
HIDDEN INVASION,1,0,0,1,,,CONSPIRACY,TOKA,ACTION,GENERAL ACTION,01-Jul-02,2002,7,T,NO,47.59999847,30.00,0.00,0.00,0,34,0,15,21813,0.61,81.81%,25.00,30181,0.75,No,No,Violent
HIGH HEAT BASEBALL 2002,1,0,0,1,HIGH HEAT BASEBALL,MAJOR LEAGUE BASEBALL (MLB),THE 3DO COMPANY,THE 3DO COMPANY,SPORTS,BASEBALL,01-Mar-01,2001,3,E,NO,79.90000153,50.00,0.00,0.00,0,2,0,0,48636,2.41,96.50%,48.00,52220,2.50,No,No,Non violent
HIGH HEAT BASEBALL 2003,1,0,0,1,HIGH HEAT BASEBALL,MAJOR LEAGUE BASEBALL (MLB),THE 3DO COMPANY,THE 3DO COMPANY,SPORTS,BASEBALL,01-Feb-02,2002,2,E,NO,83.69999695,49.00,2.41,2.41,0,3,1,3,143942,7.01,98.78%,48.00,147952,7.10,No,No,Non violent
HIGH HEAT BASEBALL 2004,2,0,1,1,HIGH HEAT BASEBALL,MAJOR LEAGUE BASEBALL (MLB),THE 3DO COMPANY,THE 3DO COMPANY,SPORTS,BASEBALL,01-Feb-03,2003,2,E,NO,83.04999924,48.00,7.01,9.42,0,10,2,11,155169,7.28,94.36%,41.50,187814,7.71,No,No,Non violent
HIGH ROLLERS CASINO,2,0,1,1,,,BETHESDA SOFTWORKS,MUD DUCK PRODUCTIONS,FAMILY ,CASINO GAMES,01-Nov-04,2004,11,E,NO,38.29999924,19.50,0.00,0.00,0,2,0,0,87984,1.71,47.82%,19.50,182788,3.58,No,No,Non violent
HITMAN 2: SILENT ASSASSIN,3,1,1,1,HITMAN,,EIDOS INTERACTIVE ,IO INTERACTIVE,ACTION,STEALTH ACTION,01-Sep-02,2002,6,M,NO,84.63333384,45.00,0.00,0.00,0,5,0,2,1208732,50.10,81.53%,32.00,1756421,61.45,No,No,Violent
HITMAN: CONTRACTS,2,0,1,1,HITMAN,,EIDOS INTERACTIVE ,IO INTERACTIVE,ACTION,STEALTH ACTION,01-Apr-04,2004,4,M,NO,78.40000153,46.50,48.61,48.61,0,15,2,13,381601,17.80,92.38%,41.50,462376,19.26,No,No,Violent
HOME RUN KING,1,1,0,0,,MAJOR LEAGUE BASEBALL (MLB),SEGA OF AMERICA,WOW ENTERTAINMENT,SPORTS,BASEBALL,01-Mar-02,2002,3,E,NO,61.5,33.00,0.00,0.00,0,2,0,1,41035,1.21,76.73%,23.00,69870,1.58,No,No,Non violent
HOT SHOTS GOLF 3,1,0,0,1,HOT SHOTS GOLF,,SONY ,CLAP HANZ,SPORTS,GOLF,01-Mar-02,2002,3,E,NO,87.09999847,44.00,0.00,0.00,0,3,0,2,361342,13.95,62.96%,28.00,779384,22.16,No,Yes,Non violent
HOT SHOTS GOLF FORE!,1,0,0,1,HOT SHOTS GOLF,,SONY ,CLAP HANZ,SPORTS,GOLF,01-Aug-04,2004,8,E,YES,,40.00,13.95,13.95,0,2,1,7,157241,6.22,81.54%,39.00,196567,7.63,No,Yes,Non violent
HOT WHEELS VELOCITY X,2,1,0,1,HOT WHEELS,HOT WHEELS,THQ ,BEYOND GAMES,RACING,COMBAT ORIENTED RACING,01-Nov-02,2002,11,E,NO,52.09999847,40.00,0.00,0.00,0,8,0,6,251130,9.54,96.13%,38.00,263339,9.92,No,Yes,Non violent
HOT WHEELS: STUNT TRACK CHALLENG,2,0,1,1,HOT WHEELS,HOT WHEELS,THQ ,CLIMAX GROUP,RACING,ACTION ORIENTED RACING,01-Nov-04,2004,11,E,NO,60.95000076,20.00,4.88,11.57,0,24,2,98,83349,1.64,47.68%,20.00,173694,3.43,No,Yes,Non violent
HOT WHEELS: WORLD RACE,2,1,0,1,HOT WHEELS,HOT WHEELS,THQ ,CLIMAX GROUP,RACING,ACTION ORIENTED RACING,01-Oct-03,2003,10,E,NO,60.75,40.00,9.54,9.54,0,34,2,52,209829,6.57,86.83%,28.50,256532,7.57,No,Yes,Non violent
